symbol,date,open,high,low,close,volume,candle_direction,body_size,candle_range,rolling_avg_close,body_strength,distance_from_avg,rolling_avg_body_size,rolling_avg_volume,trend_direction,signal,daily_range_pct,rolling_avg_range_pct,entry_price,entry_date,rr,risk_distance,stop_loss,take_profit
AAPL,2023-05-05,170.98,174.3,170.76,173.57,113453200,bullish_candle,2.59,3.54,168.99,0.73,2.71,1.48,72144656.0,bullish_trend,strong_bullish_move,2.04,1.51,172.48,2023-05-08,1:2,2.6,169.88,177.68
AAPL,2023-06-01,177.7,180.12,176.93,180.09,68901809,bullish_candle,2.39,3.19,176.61,0.75,1.97,1.1,67076962.0,bullish_trend,strong_bullish_move,1.77,1.27,181.03,2023-06-02,1:2,2.3,178.73,185.63
AAPL,2023-07-17,191.9,194.32,191.81,193.99,50520200,bullish_candle,2.09,2.51,190.61,0.83,1.77,0.75,48173429.0,bullish_trend,strong_bullish_move,1.29,1.25,193.35,2023-07-18,1:2,2.42,190.93,198.19
AAPL,2023-08-29,179.7,184.9,179.5,184.12,53003948,bullish_candle,4.42,5.4,180.08,0.82,2.24,2.53,51188570.0,bullish_trend,strong_bullish_move,2.93,1.69,184.94,2023-08-30,1:2,3.13,181.81,191.2
AAPL,2023-10-06,173.8,177.99,173.18,177.49,57266700,bullish_candle,3.69,4.81,174.44,0.77,1.75,2.01,52114813.0,bullish_trend,strong_bullish_move,2.71,1.92,176.81,2023-10-09,1:2,3.39,173.42,183.59
AAPL,2024-01-18,186.09,189.14,185.83,188.63,78005800,bullish_candle,2.54,3.31,185.29,0.77,1.8,1.3,56106496.0,bullish_trend,strong_bullish_move,1.75,1.51,189.33,2024-01-19,1:2,2.86,186.47,195.05
AAPL,2024-04-11,168.34,175.46,168.16,175.04,91070300,bullish_candle,6.7,7.3,170.1,0.92,2.9,1.86,52552237.0,bullish_trend,strong_bullish_move,4.17,1.42,174.26,2024-04-12,1:2,2.47,171.79,179.2
AAPL,2024-06-11,193.65,207.16,193.63,207.15,172373300,bullish_candle,13.5,13.53,197.5,1.0,4.89,4.24,83615578.0,bullish_trend,strong_bullish_move,6.53,1.86,207.37,2024-06-12,1:2,3.86,203.51,215.09
AAPL,2024-07-10,229.3,233.08,229.25,232.98,62627700,bullish_candle,3.68,3.83,227.47,0.96,2.42,2.28,53533126.0,bullish_trend,strong_bullish_move,1.64,2.05,231.39,2024-07-11,1:2,4.74,226.65,240.87
AAPL,2024-09-19,224.99,229.82,224.63,228.87,66781315,bullish_candle,3.88,5.19,221.03,0.75,3.55,1.87,53663926.0,bullish_trend,strong_bullish_move,2.27,1.96,229.97,2024-09-20,1:2,4.51,225.46,238.99
AAPL,2024-09-30,230.04,233.0,229.65,233.0,54793391,bullish_candle,2.96,3.35,228.41,0.88,2.01,1.31,42264183.0,bullish_trend,strong_bullish_move,1.44,1.64,229.52,2024-10-01,1:2,3.76,225.76,237.04
AAPL,2024-12-17,250.08,253.83,249.78,253.48,51356400,bullish_candle,3.4,4.05,249.42,0.84,1.63,1.86,42837969.0,bullish_trend,strong_bullish_move,1.6,1.39,252.16,2024-12-18,1:2,3.51,248.65,259.18
AAPL,2025-01-27,224.02,232.15,223.98,229.86,94863418,bullish_candle,5.84,8.17,224.55,0.71,2.36,2.86,74398611.0,bullish_trend,strong_bullish_move,3.55,2.24,230.85,2025-01-28,1:2,5.17,225.68,241.19
AAPL,2025-01-28,230.85,240.19,230.81,238.26,75707600,bullish_candle,7.41,9.38,227.68,0.79,4.65,4.07,69926045.0,bullish_trend,strong_bullish_move,3.94,2.4,234.12,2025-01-29,1:2,5.62,228.5,245.36
AAPL,2025-03-21,211.56,218.84,211.28,218.27,94127800,bullish_candle,6.71,7.56,214.86,0.89,1.59,2.0,57576400.0,bullish_trend,strong_bullish_move,3.46,2.92,221.0,2025-03-24,1:2,6.45,214.55,233.9
AAPL,2025-04-09,171.95,200.61,171.89,198.85,184395900,bullish_candle,26.9,28.72,188.86,0.94,5.29,10.66,139010324.0,bullish_trend,strong_bullish_move,14.44,4.92,189.07,2025-04-10,1:2,9.3,179.77,207.67
AAPL,2025-08-06,205.63,215.38,205.59,213.25,108483103,bullish_candle,7.62,9.79,205.89,0.78,3.57,3.73,82576087.0,bullish_trend,strong_bullish_move,4.59,2.06,218.88,2025-08-07,1:2,4.51,214.37,227.9
AAPL,2025-08-08,220.83,231.0,219.25,229.35,113854000,bullish_candle,8.52,11.75,213.78,0.73,7.28,3.79,86365267.0,bullish_trend,strong_bullish_move,5.12,2.35,227.92,2025-08-11,1:2,5.36,222.56,238.64
AAPL,2025-09-19,241.23,246.3,240.21,245.5,163741314,bullish_candle,4.27,6.09,239.44,0.7,2.53,1.53,72123911.0,bullish_trend,strong_bullish_move,2.48,1.83,248.3,2025-09-22,1:2,4.54,243.76,257.38
AAPL,2025-09-22,248.3,256.64,248.12,256.08,105517416,bullish_candle,7.78,8.52,243.32,0.91,5.24,3.03,84687489.0,bullish_trend,strong_bullish_move,3.33,1.95,255.88,2025-09-23,1:2,4.99,250.89,265.86
AAPL,2025-10-20,255.89,264.38,255.63,262.24,90483029,bullish_candle,6.35,8.75,251.82,0.73,4.14,2.55,49755728.0,bullish_trend,strong_bullish_move,3.34,1.98,261.88,2025-10-21,1:2,5.19,256.69,272.26
AAPL,2025-10-27,264.88,269.12,264.65,268.81,44888200,bullish_candle,3.93,4.47,262.49,0.88,2.41,2.2,41521621.0,bullish_trend,strong_bullish_move,1.66,2.08,268.99,2025-10-28,1:2,5.59,263.4,280.17
AAPL,2025-11-11,269.81,275.91,269.8,275.25,46208318,bullish_candle,5.44,6.11,270.61,0.89,1.71,2.13,46127055.0,bullish_trend,strong_bullish_move,2.22,1.82,275.0,2025-11-12,1:2,5.0,270.0,285.0
AAPL,2025-12-01,278.01,283.42,276.14,283.1,46587722,bullish_candle,5.09,7.28,278.48,0.7,1.66,2.8,42530957.0,bullish_trend,strong_bullish_move,2.57,2.08,283.0,2025-12-02,1:2,5.89,277.11,294.78
AAPL,2026-02-02,260.03,270.49,259.21,270.01,73913425,bullish_candle,9.98,11.28,260.5,0.88,3.65,3.34,64909228.0,bullish_trend,strong_bullish_move,4.18,2.31,269.2,2026-02-03,1:2,6.22,262.98,281.64
AAPL,2026-04-15,258.16,266.56,257.81,266.43,49913510,bullish_candle,8.27,8.75,261.09,0.95,2.05,2.24,38786404.0,bullish_trend,strong_bullish_move,3.28,2.24,266.8,2026-04-16,1:2,5.98,260.82,278.76
AAPL,2026-05-13,293.5,300.92,293.5,298.87,52684300,bullish_candle,5.37,7.42,293.42,0.72,1.86,2.69,47719366.0,bullish_trend,strong_bullish_move,2.48,1.97,299.82,2026-05-14,1:2,5.91,293.91,311.64
MSFT,2021-07-02,272.82,278.0,272.5,277.65,26474408,bullish_candle,4.83,5.5,272.05,0.88,2.06,2.42,20876813.0,bullish_trend,strong_bullish_move,1.98,1.35,278.03,2021-07-06,1:2,3.75,274.28,285.53
MSFT,2021-10-14,299.21,303.27,297.83,302.75,27262902,bullish_candle,3.54,5.44,296.2,0.65,2.21,2.02,21129081.0,bullish_trend,strong_bullish_move,1.8,1.86,302.34,2021-10-15,1:2,5.62,296.72,313.58
MSFT,2021-10-27,316.0,326.1,316.0,323.17,52588700,bullish_candle,7.17,10.1,312.27,0.71,3.49,2.82,26523596.0,bullish_trend,strong_bullish_move,3.13,1.41,324.33,2021-10-28,1:2,4.57,319.76,333.47
MSFT,2021-10-29,324.13,332.0,323.9,331.62,34766000,bullish_candle,7.49,8.1,319.48,0.92,3.8,3.36,31862898.0,bullish_trend,strong_bullish_move,2.44,1.46,331.36,2021-11-01,1:2,4.84,326.52,341.04
MSFT,2021-12-10,334.98,343.0,334.79,342.54,38095700,bullish_candle,7.56,8.21,334.34,0.92,2.45,2.95,29225087.0,bullish_trend,strong_bullish_move,2.4,2.25,340.68,2021-12-13,1:2,7.67,333.01,356.02
MSFT,2022-02-24,272.51,295.16,271.52,294.59,56989700,bullish_candle,22.08,23.64,288.25,0.93,2.2,9.09,40652525.0,bullish_trend,strong_bullish_move,8.02,2.86,295.14,2022-02-25,1:2,8.44,286.7,312.02
MSFT,2022-03-28,304.33,310.8,304.33,310.7,29578200,bullish_candle,6.37,6.47,304.41,0.98,2.07,3.63,25988860.0,bullish_trend,strong_bullish_move,2.08,2.56,313.91,2022-03-29,1:2,8.04,305.87,329.99
MSFT,2022-06-24,261.81,267.98,261.72,267.7,33923231,bullish_candle,5.89,6.26,256.22,0.94,4.48,3.37,31751799.0,bullish_trend,strong_bullish_move,2.34,2.48,268.21,2022-06-27,1:2,6.65,261.56,281.51
MSFT,2022-10-13,219.85,236.1,219.13,234.24,42551818,bullish_candle,14.39,16.97,229.78,0.85,1.94,5.48,32488593.0,bullish_trend,strong_bullish_move,7.24,2.95,235.54,2022-10-14,1:2,6.95,228.59,249.44
MSFT,2022-10-21,234.74,243.0,234.5,242.12,26299733,bullish_candle,7.38,8.5,238.16,0.87,1.66,2.95,24513670.0,bullish_trend,strong_bullish_move,3.51,3.01,243.76,2022-10-24,1:2,7.34,236.42,258.44
MSFT,2022-11-10,235.43,243.33,235.0,242.98,46268021,bullish_candle,7.55,8.33,229.12,0.91,6.05,4.06,34520116.0,bullish_trend,strong_bullish_move,3.43,3.17,242.99,2022-11-11,1:2,7.7,235.29,258.39
MSFT,2022-11-30,240.57,255.33,239.86,255.14,47594239,bullish_candle,14.57,15.47,246.46,0.94,3.52,4.52,23814025.0,bullish_trend,strong_bullish_move,6.06,2.32,253.87,2022-12-01,1:2,5.89,247.98,265.65
MSFT,2022-12-12,247.45,252.54,247.17,252.51,30665100,bullish_candle,5.06,5.37,246.96,0.94,2.25,2.9,23366378.0,bullish_trend,strong_bullish_move,2.13,2.33,261.69,2022-12-13,1:2,6.1,255.59,273.89
MSFT,2023-02-02,258.82,264.69,257.25,264.6,39940437,bullish_candle,5.78,7.44,251.21,0.78,5.33,3.5,30021558.0,bullish_trend,strong_bullish_move,2.81,2.41,259.54,2023-02-03,1:2,6.25,253.29,272.04
MSFT,2023-02-07,260.53,268.77,260.08,267.56,50841400,bullish_candle,7.03,8.69,260.01,0.81,2.9,3.88,34727410.0,bullish_trend,strong_bullish_move,3.25,2.48,273.2,2023-02-08,1:2,6.78,266.42,286.76
MSFT,2023-03-16,265.21,276.56,263.28,276.2,54832140,bullish_candle,10.99,13.28,260.99,0.83,5.83,5.9,39230828.0,bullish_trend,strong_bullish_move,4.81,2.35,278.26,2023-03-17,1:2,6.54,271.72,291.34
MSFT,2023-03-31,283.73,289.27,283.0,288.3,32766000,bullish_candle,4.57,6.27,280.89,0.73,2.64,2.2,26325060.0,bullish_trend,strong_bullish_move,2.17,2.28,286.52,2023-04-03,1:2,6.53,279.99,299.58
MSFT,2023-04-27,295.97,305.2,295.25,304.83,46462638,bullish_candle,8.86,9.95,288.63,0.89,5.61,3.07,41024298.0,bullish_trend,strong_bullish_move,3.26,1.9,304.01,2023-04-28,1:2,5.78,298.23,315.57
MSFT,2023-05-18,314.53,319.04,313.72,318.52,27276000,bullish_candle,3.99,5.32,312.54,0.75,1.91,1.91,22886521.0,bullish_trend,strong_bullish_move,1.67,1.44,316.74,2023-05-19,1:2,4.56,312.18,325.86
MSFT,2023-05-26,324.02,333.4,323.88,332.89,36630633,bullish_candle,8.87,9.52,321.82,0.93,3.44,3.96,31646035.0,bullish_trend,strong_bullish_move,2.86,1.53,335.23,2023-05-30,1:2,5.13,330.1,345.49
MSFT,2023-06-15,337.48,349.84,337.2,348.1,38899100,bullish_candle,10.62,12.64,335.67,0.84,3.7,3.77,26937991.0,bullish_trend,strong_bullish_move,3.63,2.09,351.32,2023-06-16,1:2,7.34,343.98,366.0
MSFT,2023-10-06,316.55,329.19,316.3,327.26,25673630,bullish_candle,10.71,12.89,320.15,0.83,2.22,5.77,20992582.0,bullish_trend,strong_bullish_move,3.94,2.11,324.75,2023-10-09,1:2,6.85,317.9,338.45
MSFT,2023-11-10,361.49,370.1,361.07,369.67,28065164,bullish_candle,8.18,9.03,362.12,0.91,2.08,3.1,25868511.0,bullish_trend,strong_bullish_move,2.44,1.92,368.22,2023-11-13,1:2,7.07,361.15,382.36
MSFT,2023-11-16,370.96,376.35,370.18,376.17,27182315,bullish_candle,5.21,6.17,370.49,0.84,1.53,3.46,25955597.0,bullish_trend,strong_bullish_move,1.64,1.52,373.61,2023-11-17,1:2,5.68,367.93,384.97
MSFT,2024-01-10,376.37,384.17,376.32,382.77,25514245,bullish_candle,6.4,7.85,373.79,0.82,2.4,3.9,22276869.0,bullish_trend,strong_bullish_move,2.05,1.3,386.0,2024-01-11,1:2,5.02,380.98,396.04
MSFT,2024-02-09,415.25,420.82,415.09,420.55,22032844,bullish_candle,5.3,5.73,411.97,0.92,2.08,3.32,21866719.0,bullish_trend,strong_bullish_move,1.36,1.63,420.56,2024-02-12,1:2,6.86,413.7,434.28
